pincode,office_name,district,state
834006,Ranchi GPO Sub-Post Office #5,Ranchi,Jharkhand
834007,Ranchi GPO Sub-Post Office #6,Ranchi,Jharkhand
834008,Ranchi GPO Sub-Post Office #7,Ranchi,Jharkhand
834009,Ranchi GPO Sub-Post Office #8,Ranchi,Jharkhand
834010,Ranchi GPO Sub-Post Office #9,Ranchi,Jharkhand
834011,Ranchi GPO Sub-Post Office #10,Ranchi,Jharkhand
834012,Ranchi GPO Sub-Post Office #11,Ranchi,Jharkhand
834013,Ranchi GPO Sub-Post Office #12,Ranchi,Jharkhand
834014,Ranchi GPO Sub-Post Office #13,Ranchi,Jharkhand
834015,Ranchi GPO Sub-Post Office #14,Ranchi,Jharkhand
140996,Ludhiana GPO Sub-Post Office #5,Ludhiana,Punjab
140997,Ludhiana GPO Sub-Post Office #4,Ludhiana,Punjab
140998,Ludhiana GPO Sub-Post Office #3,Ludhiana,Punjab
140999,Ludhiana GPO Sub-Post Office #2,Ludhiana,Punjab
141000,Ludhiana GPO Sub-Post Office #1,Ludhiana,Punjab
141002,Ludhiana GPO Sub-Post Office #1,Ludhiana,Punjab
141003,Ludhiana GPO Sub-Post Office #2,Ludhiana,Punjab
141004,Ludhiana GPO Sub-Post Office #3,Ludhiana,Punjab
141005,Ludhiana GPO Sub-Post Office #4,Ludhiana,Punjab
141006,Ludhiana GPO Sub-Post Office #5,Ludhiana,Punjab
141007,Ludhiana GPO Sub-Post Office #6,Ludhiana,Punjab
141008,Ludhiana GPO Sub-Post Office #7,Ludhiana,Punjab
141009,Ludhiana GPO Sub-Post Office #8,Ludhiana,Punjab
141010,Ludhiana GPO Sub-Post Office #9,Ludhiana,Punjab
141011,Ludhiana GPO Sub-Post Office #10,Ludhiana,Punjab
141012,Ludhiana GPO Sub-Post Office #11,Ludhiana,Punjab
141013,Ludhiana GPO Sub-Post Office #12,Ludhiana,Punjab
141014,Ludhiana GPO Sub-Post Office #13,Ludhiana,Punjab
141015,Ludhiana GPO Sub-Post Office #14,Ludhiana,Punjab
160012,Chandigarh GPO Sub-Post Office #5,Chandigarh,Chandigarh
160013,Chandigarh GPO Sub-Post Office #4,Chandigarh,Chandigarh
160014,Chandigarh GPO Sub-Post Office #3,Chandigarh,Chandigarh
160015,Chandigarh GPO Sub-Post Office #2,Chandigarh,Chandigarh
160016,Chandigarh GPO Sub-Post Office #1,Chandigarh,Chandigarh
160018,Chandigarh GPO Sub-Post Office #1,Chandigarh,Chandigarh
160019,Chandigarh GPO Sub-Post Office #2,Chandigarh,Chandigarh
160020,Chandigarh GPO Sub-Post Office #3,Chandigarh,Chandigarh
160021,Chandigarh GPO Sub-Post Office #4,Chandigarh,Chandigarh
160022,Chandigarh GPO Sub-Post Office #5,Chandigarh,Chandigarh
160023,Chandigarh GPO Sub-Post Office #6,Chandigarh,Chandigarh
160024,Chandigarh GPO Sub-Post Office #7,Chandigarh,Chandigarh
160025,Chandigarh GPO Sub-Post Office #8,Chandigarh,Chandigarh
160026,Chandigarh GPO Sub-Post Office #9,Chandigarh,Chandigarh
160027,Chandigarh GPO Sub-Post Office #10,Chandigarh,Chandigarh
160028,Chandigarh GPO Sub-Post Office #11,Chandigarh,Chandigarh
160029,Chandigarh GPO Sub-Post Office #12,Chandigarh,Chandigarh
160030,Chandigarh GPO Sub-Post Office #13,Chandigarh,Chandigarh
160031,Chandigarh GPO Sub-Post Office #14,Chandigarh,Chandigarh
170996,Shimla GPO Sub-Post Office #5,Shimla,Himachal Pradesh
170997,Shimla GPO Sub-Post Office #4,Shimla,Himachal Pradesh
170998,Shimla GPO Sub-Post Office #3,Shimla,Himachal Pradesh
170999,Shimla GPO Sub-Post Office #2,Shimla,Himachal Pradesh
171000,Shimla GPO Sub-Post Office #1,Shimla,Himachal Pradesh
171002,Shimla GPO Sub-Post Office #1,Shimla,Himachal Pradesh
171003,Shimla GPO Sub-Post Office #2,Shimla,Himachal Pradesh
171004,Shimla GPO Sub-Post Office #3,Shimla,Himachal Pradesh
171005,Shimla GPO Sub-Post Office #4,Shimla,Himachal Pradesh
171006,Shimla GPO Sub-Post Office #5,Shimla,Himachal Pradesh
171007,Shimla GPO Sub-Post Office #6,Shimla,Himachal Pradesh
171008,Shimla GPO Sub-Post Office #7,Shimla,Himachal Pradesh
171009,Shimla GPO Sub-Post Office #8,Shimla,Himachal Pradesh
171010,Shimla GPO Sub-Post Office #9,Shimla,Himachal Pradesh
171011,Shimla GPO Sub-Post Office #10,Shimla,Himachal Pradesh
171012,Shimla GPO Sub-Post Office #11,Shimla,Himachal Pradesh
171013,Shimla GPO Sub-Post Office #12,Shimla,Himachal Pradesh
171014,Shimla GPO Sub-Post Office #13,Shimla,Himachal Pradesh
171015,Shimla GPO Sub-Post Office #14,Shimla,Himachal Pradesh
189996,Srinagar GPO Sub-Post Office #5,Srinagar,Jammu & Kashmir
189997,Srinagar GPO Sub-Post Office #4,Srinagar,Jammu & Kashmir
189998,Srinagar GPO Sub-Post Office #3,Srinagar,Jammu & Kashmir
189999,Srinagar GPO Sub-Post Office #2,Srinagar,Jammu & Kashmir
190000,Srinagar GPO Sub-Post Office #1,Srinagar,Jammu & Kashmir
190002,Srinagar GPO Sub-Post Office #1,Srinagar,Jammu & Kashmir
190003,Srinagar GPO Sub-Post Office #2,Srinagar,Jammu & Kashmir
190004,Srinagar GPO Sub-Post Office #3,Srinagar,Jammu & Kashmir
190005,Srinagar GPO Sub-Post Office #4,Srinagar,Jammu & Kashmir
190006,Srinagar GPO Sub-Post Office #5,Srinagar,Jammu & Kashmir
190007,Srinagar GPO Sub-Post Office #6,Srinagar,Jammu & Kashmir
190008,Srinagar GPO Sub-Post Office #7,Srinagar,Jammu & Kashmir
190009,Srinagar GPO Sub-Post Office #8,Srinagar,Jammu & Kashmir
190010,Srinagar GPO Sub-Post Office #9,Srinagar,Jammu & Kashmir
190011,Srinagar GPO Sub-Post Office #10,Srinagar,Jammu & Kashmir
190012,Srinagar GPO Sub-Post Office #11,Srinagar,Jammu & Kashmir
190013,Srinagar GPO Sub-Post Office #12,Srinagar,Jammu & Kashmir
190014,Srinagar GPO Sub-Post Office #13,Srinagar,Jammu & Kashmir
190015,Srinagar GPO Sub-Post Office #14,Srinagar,Jammu & Kashmir
179996,Jammu HO Sub-Post Office #5,Jammu,Jammu & Kashmir
179997,Jammu HO Sub-Post Office #4,Jammu,Jammu & Kashmir
179998,Jammu HO Sub-Post Office #3,Jammu,Jammu & Kashmir
179999,Jammu HO Sub-Post Office #2,Jammu,Jammu & Kashmir
180000,Jammu HO Sub-Post Office #1,Jammu,Jammu & Kashmir
180002,Jammu HO Sub-Post Office #1,Jammu,Jammu & Kashmir
180003,Jammu HO Sub-Post Office #2,Jammu,Jammu & Kashmir
180004,Jammu HO Sub-Post Office #3,Jammu,Jammu & Kashmir
180005,Jammu HO Sub-Post Office #4,Jammu,Jammu & Kashmir
180006,Jammu HO Sub-Post Office #5,Jammu,Jammu & Kashmir
180007,Jammu HO Sub-Post Office #6,Jammu,Jammu & Kashmir
180008,Jammu HO Sub-Post Office #7,Jammu,Jammu & Kashmir
180009,Jammu HO Sub-Post Office #8,Jammu,Jammu & Kashmir
180010,Jammu HO Sub-Post Office #9,Jammu,Jammu & Kashmir
180011,Jammu HO Sub-Post Office #10,Jammu,Jammu & Kashmir
180012,Jammu HO Sub-Post Office #11,Jammu,Jammu & Kashmir
180013,Jammu HO Sub-Post Office #12,Jammu,Jammu & Kashmir
180014,Jammu HO Sub-Post Office #13,Jammu,Jammu & Kashmir
180015,Jammu HO Sub-Post Office #14,Jammu,Jammu & Kashmir
247996,Dehradun GPO Sub-Post Office #5,Dehradun,Uttarakhand
247997,Dehradun GPO Sub-Post Office #4,Dehradun,Uttarakhand
247998,Dehradun GPO Sub-Post Office #3,Dehradun,Uttarakhand
247999,Dehradun GPO Sub-Post Office #2,Dehradun,Uttarakhand
248000,Dehradun GPO Sub-Post Office #1,Dehradun,Uttarakhand
248002,Dehradun GPO Sub-Post Office #1,Dehradun,Uttarakhand
248003,Dehradun GPO Sub-Post Office #2,Dehradun,Uttarakhand
248004,Dehradun GPO Sub-Post Office #3,Dehradun,Uttarakhand
248005,Dehradun GPO Sub-Post Office #4,Dehradun,Uttarakhand
248006,Dehradun GPO Sub-Post Office #5,Dehradun,Uttarakhand
248007,Dehradun GPO Sub-Post Office #6,Dehradun,Uttarakhand
248008,Dehradun GPO Sub-Post Office #7,Dehradun,Uttarakhand
248009,Dehradun GPO Sub-Post Office #8,Dehradun,Uttarakhand
248010,Dehradun GPO Sub-Post Office #9,Dehradun,Uttarakhand
248011,Dehradun GPO Sub-Post Office #10,Dehradun,Uttarakhand
248012,Dehradun GPO Sub-Post Office #11,Dehradun,Uttarakhand
248013,Dehradun GPO Sub-Post Office #12,Dehradun,Uttarakhand
248014,Dehradun GPO Sub-Post Office #13,Dehradun,Uttarakhand
248015,Dehradun GPO Sub-Post Office #14,Dehradun,Uttarakhand
